"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"fulsome","disgusting offensive due to excessiveness","5bb70604b9e91037328e61d9","14","ending; expiring","stubborn; unmanageable; intractable","very much ornamented naturally red (e.g.. of face)"
"froward","intractable not willing to yield or comply stubborn","5bb70604b9e91037328e61d9","15","puzzle in which pictures stand for words","to be divided or subdivided to branch out","very much ornamented naturally red (e.g.. of face)"
"puissance","strength","5bb70604b9e91037328e61d9","16","strange act or idea","likely to be useful for a purpose","very much ornamented naturally red (e.g.. of face)"
"pied","of mixed colors","5bb70604b9e91037328e61d9","17","hence; dark; gloomy","fertile","very much ornamented naturally red (e.g.. of face)"
"pileous","Covered with hair","5bb70604b9e91037328e61d9","18","not permitting penetration or passage; impenetrable","warm or glowing praise eulogy panegyric","very much ornamented naturally red (e.g.. of face)"
"acarpous","effete no longer fertile; worn out","5bb70604b9e91037328e61d9","19","denounce as dangerous","abusively; detractive language; sharp criticism; vituperation","very much ornamented naturally red (e.g.. of face)"
"effete","infertile; worn out; weak","5bb70604b9e91037328e61d9","20","make by hard work cut (by striking)","drink deeply","very much ornamented naturally red (e.g.. of face)"
"sobriquet","nickname","5bb70604b9e91037328e61d9","21","omen marvelous threatening","forceful effective vigorous extremely perceptive incisive","very much ornamented naturally red (e.g.. of face)"
"wend","to go proceed","5bb70604b9e91037328e61d9","22","trivial poorly constructed verse","fond of in the habit of fighting","very much ornamented naturally red (e.g.. of face)"
"dissemble","speak or behave so as to hide something (in mind)","5bb70604b9e91037328e61d9","23","short and pithy full of maxims/proverbs","curse abuse in words","very much ornamented naturally red (e.g.. of face)"
"slake","to assuage to satisfy allay","5bb70604b9e91037328e61d9","24","ready to do something dishonest","confuse embarrass","very much ornamented naturally red (e.g.. of face)"
"edacious","voracious; devouring","5bb70604b9e91037328e61d9","25","person who eats a lot","lose courage turn frightened","very much ornamented naturally red (e.g.. of face)"
"constrain","compel","5bb70604b9e91037328e61da","1","discover by searching search","rash; indiscreet","very much ornamented naturally red (e.g.. of face)"
"fulmination","bitter protest","5bb70604b9e91037328e61da","2","taken away power (to think feel act)","upset the self-possession of","very much ornamented naturally red (e.g.. of face)"
"pique","hurt the pride or self-respect stir (curiosity)","5bb70604b9e91037328e61da","3","threats to compel somebody","slander; aspersion","very much ornamented naturally red (e.g.. of face)"
"nibble","show some inclination to accept (an offer)","5bb70604b9e91037328e61da","4","bad-tempered;irritable","deserved and unavoidable punishment for wrong doing","very much ornamented naturally red (e.g.. of face)"
"detraction","slandering verbal attack aspersion","5bb70604b9e91037328e61da","5","shameless immorality","extreme; astounding","very much ornamented naturally red (e.g.. of face)"
"salutary","remedial wholesome causing improvement","5bb70604b9e91037328e61da","6","an invocation of evil a curse","unfortunate inconvenient","very much ornamented naturally red (e.g.. of face)"
"repast","meal","5bb70604b9e91037328e61da","7","assistance relief in time of distress","a supporting bar","very much ornamented naturally red (e.g.. of face)"
"welter","turmoil a bewildering jumble","5bb70604b9e91037328e61da","8","wandering","fluent","very much ornamented naturally red (e.g.. of face)"
"cavalcade","a procession","5bb70604b9e91037328e61da","9","involving clever rogues or adventurers","reproving a person for his faults","very much ornamented naturally red (e.g.. of face)"
"nostrum","a quack remedy; an untested cure","5bb70604b9e91037328e61da","10","bending; twisting","urgent; imperative; unchallenged; ending debate","very much ornamented naturally red (e.g.. of face)"
"nonplused","greatly surprised","5bb70604b9e91037328e61da","11","courageous; high-spirited","straightforward.; lacking in imagination and spirit","very much ornamented naturally red (e.g.. of face)"
"ponderous","heavy; bulky; dull","5bb70604b9e91037328e61da","12","parody/imitation","rob or dispossess of something (material)","very much ornamented naturally red (e.g.. of face)"
"stint","to be thrifty to set limits","5bb70604b9e91037328e61da","13","disgusting offensive due to excessiveness","to shackle put in chains","very much ornamented naturally red (e.g.. of face)"
"brook","to tolerate; endure","5bb70604b9e91037328e61da","14","intractable not willing to yield or comply stubborn","flattery; coaxing","very much ornamented naturally red (e.g.. of face)"
"suborn","induce by bribery or something to commit perjury","5bb70604b9e91037328e61da","15","strength","insincere talk/jargon","very much ornamented naturally red (e.g.. of face)"
"expatiate","to roam wander freely","5bb70604b9e91037328e61da","16","of mixed colors","showing vulgar in nature or appearance; tawdry","very much ornamented naturally red (e.g.. of face)"
"recondite","little known; abstruse","5bb70604b9e91037328e61da","17","Covered with hair","mob crowd the lower classes of populace","very much ornamented naturally red (e.g.. of face)"
"garble","make unfair selection from facts","5bb70604b9e91037328e61da","18","effete no longer fertile; worn out","to be involved","very much ornamented naturally red (e.g.. of face)"
"palaver","To flatter; to cajole","5bb70604b9e91037328e61da","19","infertile; worn out; weak","flag/badge","very much ornamented naturally red (e.g.. of face)"
"refulgent","shining; brilliant","5bb70604b9e91037328e61da","20","nickname","roughness; harshness; ill temper; irritability","very much ornamented naturally red (e.g.. of face)"
"scurvy","mean; contemptible","5bb70604b9e91037328e61da","21","to go proceed","wickedness shamefulness","very much ornamented naturally red (e.g.. of face)"
"epithet","adjective","5bb70604b9e91037328e61da","22","speak or behave so as to hide something (in mind)","insubordinate rebellious","very much ornamented naturally red (e.g.. of face)"
"pith","essential part force soft liquid substance","5bb70604b9e91037328e61da","23","to assuage to satisfy allay","a carefree episode or experience","very much ornamented naturally red (e.g.. of face)"
"sedulous","persevering","5bb70604b9e91037328e61da","24","voracious; devouring","banal; everyday","very much ornamented naturally red (e.g.. of face)"
"importune","beg urgently solicit (of a prostitute)","5bb70604b9e91037328e61da","25","compel","ready and smooth but not sincere","very much ornamented naturally red (e.g.. of face)"
"prolix","tiring because too long","5bb70604b9e91037328e61db","1","bitter protest","oppose to alcohol","very much ornamented naturally red (e.g.. of face)"
"mince","pronounce or speak affectedly euphemize","5bb70604b9e91037328e61db","2","hurt the pride or self-respect stir (curiosity)","(give a) silly/self-conscious smile","very much ornamented naturally red (e.g.. of face)"
"involute","complex","5bb70604b9e91037328e61db","3","show some inclination to accept (an offer)","abusive language; curses","very much ornamented naturally red (e.g.. of face)"
"abraid","to awaken or rouse","5bb70604b9e91037328e61db","4","slandering verbal attack aspersion","hairy; shaggy","very much ornamented naturally red (e.g.. of face)"
"bilge","bulge; the protuberance of a cask","5bb70604b9e91037328e61db","5","remedial wholesome causing improvement","offense resentment","very much ornamented naturally red (e.g.. of face)"
"fustian","bombastic","5bb70604b9e91037328e61db","6","meal","attractive on the surface but of little value","very much ornamented naturally red (e.g.. of face)"
"sere","make hard and without feeling","5bb70604b9e91037328e61db","7","turmoil a bewildering jumble","challenged to be doubted","very much ornamented naturally red (e.g.. of face)"
"repine","at be discontented with","5bb70604b9e91037328e61db","8","a procession","demeanor","very much ornamented naturally red (e.g.. of face)"
"descry","catch sight of see something in the distance","5bb70604b9e91037328e61db","9","a quack remedy; an untested cure","make angry","very much ornamented naturally red (e.g.. of face)"
"limn","paint portray","5bb70604b9e91037328e61db","10","greatly surprised","real rightly named","very much ornamented naturally red (e.g.. of face)"
"droll","jesting","5bb70604b9e91037328e61db","11","heavy; bulky; dull","easy-going trifle","very much ornamented naturally red (e.g.. of face)"
"lucubrate","write in scholarly fashion","5bb70604b9e91037328e61db","12","to be thrifty to set limits","suitably expressed; well chosen; apropos","very much ornamented naturally red (e.g.. of face)"
"brazen","made of brass","5bb70604b9e91037328e61db","13","to tolerate; endure","fallacious; reasoning faulty logic","very much ornamented naturally red (e.g.. of face)"
"crass","without refinement or sensitivity; gross.","5bb70604b9e91037328e61db","14","induce by bribery or something to commit perjury","cut roughly; hired horse","very much ornamented naturally red (e.g.. of face)"
"foment","put something warm (to lessen the pain)","5bb70604b9e91037328e61db","15","to roam wander freely","quality of endurance or courage","very much ornamented naturally red (e.g.. of face)"
"wag","merry person","5bb70604b9e91037328e61db","16","little known; abstruse","something reverting to an earlier type","very much ornamented naturally red (e.g.. of face)"
"recreancy","cowardice a cowardly giving up","5bb70604b9e91037328e61db","17","make unfair selection from facts","the stage setting or scenery of a play","very much ornamented naturally red (e.g.. of face)"
"testiness","witness/evidence","5bb70604b9e91037328e61db","18","To flatter; to cajole","obsequious flatterer","very much ornamented naturally red (e.g.. of face)"
"arrant","in the highest degree","5bb70604b9e91037328e61db","19","shining; brilliant","satiate feed to fulness or to excess","very much ornamented naturally red (e.g.. of face)"
"quibble","try to avoid by sophistication","5bb70604b9e91037328e61db","20","mean; contemptible","traveling about wandering","very much ornamented naturally red (e.g.. of face)"
